Lämpötilan keskiarvo [°C],Alin lämpötila [°C],Ylin lämpötila [°C],Tunnin sademäärä [mm],Suhteellisen kosteuden keskiarvo [%],Ilmanpaineen keskiarvo [hPa],Keskituulen nopeus [m/s],Kovin keskituulen nopeus [m/s],Kovin puuska [m/s],Tuulen suunnan keskiarvo [°]
0.0,-0.2,0.2,0.0,70,997.7,7.6,9.3,15.2,357.0
0.0,-0.4,0.2,0.0,69,998.8,7.9,8.7,15.5,355.0
-0.6,-0.7,-0.3,0.0,70,999.9,6.6,8.2,13.8,356.0
-1.0,-1.3,-0.7,0.0,72,1001.4,5.3,6.8,14.0,358.0
-1.4,-1.5,-1.3,0.0,70,1002.9,5.8,6.7,12.0,359.0
-1.5,-1.5,-1.4,0.0,67,1004.0,5.6,6.6,11.0,358.0
-1.6,-1.7,-1.5,0.0,64,1004.9,5.9,6.8,11.9,357.0
-1.8,-1.9,-1.7,0.0,63,1005.7,5.4,6.2,11.7,360.0
-2.0,-2.2,-1.8,0.0,64,1006.8,5.0,5.8,10.1,356.0
-2.4,-2.8,-2.2,0.0,62,1007.8,5.0,5.9,10.4,2.0
-3.3,-3.8,-2.8,0.0,60,1008.9,3.7,4.8,7.6,359.0
-4.3,-4.6,-3.8,0.0,65,1009.9,2.6,3.2,5.2,346.0
-4.2,-4.7,-3.9,0.0,65,1011.0,3.0,3.7,5.5,6.0
-4.1,-4.3,-3.9,0.0,62,1011.8,2.7,3.1,5.1,5.0
-4.7,-5.2,-4.3,0.0,61,1012.7,3.1,3.7,5.9,7.0
-5.3,-5.4,-5.1,0.0,62,1013.6,3.3,4.2,7.0,355.0
-5.0,-5.4,-4.4,0.0,57,1014.6,4.2,5.1,7.6,7.0
-4.1,-4.8,-3.5,0.0,52,1015.2,4.1,5.1,7.5,10.0
-3.4,-3.8,-2.8,0.0,47,1015.8,4.2,5.2,7.6,33.0
-2.5,-3.1,-2.1,0.0,46,1016.4,3.4,3.9,6.8,10.0
-1.7,-2.1,-1.2,0.0,45,1016.8,3.0,4.0,6.3,353.0
-1.2,-1.9,-0.8,0.0,43,1017.2,2.9,4.0,6.5,7.0
-0.5,-1.0,0.1,0.0,41,1017.6,3.0,3.8,6.2,35.0
0.1,-0.4,0.9,0.0,37,1018.0,2.9,3.8,5.9,29.0
0.3,-0.1,1.1,0.0,37,1018.1,3.2,3.8,6.2,59.0
0.1,-0.2,0.4,0.0,39,1018.2,2.6,3.8,5.7,63.0
-0.4,-1.1,-0.1,0.0,44,1018.5,3.6,4.4,6.5,85.0
-1.6,-1.9,-1.1,0.0,60,1018.7,3.3,3.8,5.5,124.0
-2.0,-2.2,-1.9,0.0,63,1019.0,2.7,3.5,4.7,118.0
-2.1,-2.2,-1.9,0.0,64,1019.3,3.0,3.5,5.4,119.0
-2.1,-2.1,-2.0,0.0,64,1019.5,3.9,4.1,6.4,118.0
-1.9,-2.0,-1.9,0.0,64,1019.4,4.4,5.3,8.8,118.0
-1.7,-1.9,-1.6,0.0,62,1019.2,6.8,7.8,10.7,108.0
-1.6,-1.7,-1.6,0.0,59,1019.0,7.2,8.2,12.4,107.0
-1.7,-1.7,-1.6,0.0,67,1018.7,7.8,8.9,13.7,110.0
-1.6,-1.6,-1.5,0.0,68,1018.3,7.9,9.3,12.9,111.0
-1.4,-1.5,-1.3,0.0,70,1018.1,7.8,8.7,13.2,116.0
-1.4,-1.5,-1.3,0.0,72,1017.5,9.2,10.6,15.3,109.0
-1.4,-1.4,-1.3,0.0,77,1016.7,9.7,11.1,15.0,111.0
-1.3,-1.4,-1.2,0.0,78,1016.2,9.4,10.4,16.0,114.0
-1.4,-1.5,-1.3,0.0,75,1016.1,10.1,11.1,17.3,117.0
-1.4,-1.5,-1.3,0.0,72,1015.5,10.6,11.9,18.1,116.0
-1.6,-2.2,-1.3,0.1,72,1014.7,11.8,12.6,19.2,108.0
-1.9,-2.5,-1.5,0.2,79,1014.0,11.4,13.1,18.7,103.0
-2.6,-3.0,-2.3,1.0,89,1013.2,10.9,11.8,18.7,99.0
-2.8,-2.9,-2.6,1.4,92,1012.6,10.4,12.3,20.0,99.0
-2.8,-3.0,-2.6,2.2,93,1012.0,9.1,11.5,15.6,96.0
-2.3,-2.6,-2.1,1.4,92,1011.3,9.6,10.8,16.3,99.0
-2.2,-2.3,-2.0,0.9,92,1010.4,10.1,11.1,18.3,100.0
-1.9,-2.1,-1.8,1.1,93,1009.6,9.3,11.0,15.7,99.0
-1.7,-1.9,-1.5,0.9,94,1008.9,8.1,9.3,16.2,97.0
-1.3,-1.5,-1.2,0.6,95,1008.3,6.8,8.2,11.9,95.0
-1.2,-1.2,-1.1,0.3,96,1007.9,6.6,7.6,12.5,91.0
-1.0,-1.1,-0.9,0.1,95,1007.5,5.1,5.7,9.1,87.0
-0.9,-1.0,-0.8,0.0,96,1007.2,3.7,4.8,8.3,75.0
-1.0,-1.0,-0.9,0.0,98,1006.8,3.0,3.4,5.1,59.0
-0.8,-0.9,-0.7,0.0,98,1006.9,2.4,2.8,4.2,39.0
-0.9,-1.0,-0.7,0.0,98,1007.1,2.0,2.3,3.7,349.0
-1.0,-1.1,-0.9,0.0,98,1007.0,2.5,3.1,4.5,4.0
-1.1,-1.1,-1.0,0.0,98,1007.3,1.4,2.0,3.2,344.0
-1.2,-1.3,-1.1,0.0,98,1007.2,1.5,2.0,3.1,348.0
-1.3,-1.3,-1.2,0.0,97,1007.5,1.5,1.6,2.6,338.0
-1.3,-1.3,-1.2,0.0,95,1007.7,2.0,2.4,3.7,353.0
-1.3,-1.4,-1.2,0.0,93,1007.6,1.6,2.0,3.2,348.0
-1.1,-1.2,-0.8,0.0,91,1007.9,1.3,1.7,2.9,1.0
-0.7,-0.9,-0.5,0.0,89,1008.6,1.7,1.9,3.1,356.0
-0.3,-0.7,0.1,0.0,87,1009.0,1.2,2.5,3.2,40.0
0.3,0.1,0.5,0.0,84,1009.3,1.1,1.6,2.6,299.0
0.7,0.2,1.2,0.0,83,1009.6,1.4,2.0,3.1,311.0
1.6,1.2,2.0,0.0,77,1009.9,2.1,2.9,4.0,314.0
2.4,1.9,3.1,0.0,74,1010.1,2.8,3.6,5.6,342.0
2.8,2.5,3.0,0.0,72,1011.2,3.6,4.3,6.6,346.0
3.3,2.7,3.9,0.0,68,1011.7,3.0,3.9,5.4,352.0
3.4,3.0,3.9,0.0,68,1012.4,3.3,4.1,5.9,351.0
3.1,2.7,3.6,0.0,68,1012.8,3.0,3.5,5.4,354.0
2.4,1.8,2.7,0.0,70,1013.5,2.9,3.4,5.1,352.0
1.1,0.3,1.8,0.0,75,1014.5,2.0,2.9,3.9,340.0
-0.1,-0.3,0.3,0.0,81,1015.1,2.4,3.0,3.5,351.0
-0.7,-1.1,-0.1,0.0,83,1015.6,2.5,3.0,3.3,358.0
-1.2,-1.6,-0.9,0.0,85,1015.7,2.1,2.5,3.1,7.0
-1.8,-2.3,-1.4,0.0,88,1016.1,1.1,1.9,2.3,19.0
-2.1,-2.3,-1.8,0.0,90,1016.4,0.6,0.9,1.3,40.0
-2.0,-2.5,-1.6,0.0,91,1016.5,1.0,1.4,1.6,156.0
-1.8,-2.1,-1.5,0.0,93,1016.6,1.7,1.9,2.3,163.0
-2.1,-2.4,-1.9,0.0,95,1016.8,2.4,2.8,3.1,159.0
-1.8,-2.2,-1.5,0.0,94,1016.8,2.7,3.1,3.7,158.0
-1.0,-1.6,-0.5,0.0,91,1016.6,3.0,3.5,4.6,153.0
0.4,-0.4,0.9,0.0,91,1016.2,3.7,4.1,5.7,159.0
1.4,0.9,1.7,0.0,86,1015.4,3.9,4.3,7.5,163.0
1.5,1.4,1.7,0.0,88,1014.9,4.6,5.5,8.3,168.0
1.6,1.5,1.8,0.0,86,1013.8,5.1,5.8,9.0,165.0
2.2,1.7,2.7,0.0,85,1013.2,4.6,5.3,8.3,174.0
2.8,2.4,3.3,0.0,84,1012.3,4.9,5.7,9.2,183.0
3.4,3.2,3.7,0.0,84,1011.4,4.2,5.3,7.8,192.0
4.2,3.5,4.7,0.0,85,1010.3,3.8,5.0,8.6,182.0
5.0,4.6,5.4,0.0,85,1009.0,3.5,4.7,7.1,171.0
5.9,5.4,6.3,0.0,84,1007.9,4.6,5.7,9.5,202.0
5.2,4.6,5.8,0.0,90,1006.8,6.1,7.1,10.4,229.0
6.4,5.3,6.9,0.0,90,1006.3,7.0,7.8,11.5,233.0
6.2,5.7,6.5,0.0,92,1005.8,7.7,8.7,14.7,237.0
6.0,5.6,6.4,0.0,93,1006.6,7.6,8.7,13.5,246.0
5.4,4.8,6.0,0.0,94,1006.7,7.5,8.8,13.0,244.0
4.7,4.4,5.1,0.0,96,1006.8,6.4,7.7,11.4,242.0
4.4,4.1,4.8,0.0,97,1006.9,5.8,7.3,13.0,244.0
4.3,4.1,4.6,0.0,97,1007.1,5.8,7.3,10.0,240.0
3.6,3.1,4.4,0.0,97,1007.4,4.1,4.8,7.0,238.0
3.6,3.4,3.8,0.0,97,1007.2,5.1,5.9,7.7,234.0
3.3,3.0,3.6,0.0,96,1007.2,5.0,5.4,7.2,237.0
3.4,3.0,3.8,0.0,94,1007.6,4.2,4.6,6.1,232.0
3.0,2.6,3.4,0.0,94,1008.0,4.0,4.3,5.9,227.0
2.7,2.5,2.9,0.0,94,1008.3,3.7,4.2,5.7,231.0
3.2,2.7,3.6,0.0,93,1008.9,4.0,4.5,6.4,235.0
4.3,3.6,5.0,0.0,89,1009.3,4.1,4.6,6.4,236.0
5.6,4.8,6.9,0.0,85,1009.8,4.5,5.3,7.5,234.0
7.9,6.9,8.6,0.0,78,1010.3,4.5,5.0,7.4,231.0
9.1,8.3,9.7,0.0,73,1010.9,3.5,4.8,6.4,218.0
8.9,7.7,9.8,0.0,73,1011.0,5.1,5.6,8.6,212.0
8.7,7.9,9.3,0.0,74,1011.3,5.5,6.3,8.9,224.0
9.1,8.5,9.9,0.0,72,1011.5,5.5,6.3,9.1,217.0
8.9,8.4,9.8,0.0,72,1011.4,6.4,8.1,10.4,217.0
8.2,7.4,9.3,0.0,76,1011.4,6.3,7.5,10.2,220.0
9.4,8.8,9.8,0.0,74,1011.1,5.0,6.5,10.0,226.0
8.2,7.4,8.9,0.0,79,1011.0,5.2,6.3,9.0,222.0
6.8,6.4,7.4,0.0,91,1011.2,6.1,6.9,9.5,231.0
6.0,5.5,6.4,0.0,95,1011.6,5.5,6.3,8.7,227.0
5.5,5.2,5.7,0.0,96,1012.1,5.3,5.8,8.7,223.0
5.7,5.4,6.1,0.0,93,1012.1,6.0,6.8,10.0,233.0
6.5,6.0,6.9,0.0,95,1012.1,5.8,6.9,9.8,246.0
6.9,6.7,7.0,0.0,98,1012.3,5.3,5.6,8.3,246.0
6.6,6.4,6.8,0.0,98,1012.2,5.6,6.5,10.0,237.0
6.3,6.1,6.5,0.0,99,1012.0,3.4,4.3,5.9,243.0
6.1,5.8,6.3,0.0,100,1012.0,2.5,3.3,4.6,263.0
5.5,5.3,5.8,0.0,100,1012.1,2.5,3.3,4.3,264.0
5.1,4.8,5.3,0.0,100,1012.2,1.5,2.0,2.5,269.0
4.8,4.7,4.8,0.0,100,1012.1,0.7,1.1,1.3,303.0
4.8,4.6,4.9,0.0,100,1012.4,0.8,1.1,1.6,313.0
4.8,4.6,5.0,0.0,100,1012.2,0.9,1.3,1.8,85.0
5.9,5.1,6.5,0.0,99,1012.3,1.0,1.5,2.2,105.0
7.6,6.1,9.3,0.0,88,1012.5,1.2,1.4,2.4,108.0
9.2,8.3,10.6,0.0,81,1012.8,1.5,2.1,3.2,93.0
11.3,10.2,12.0,0.0,72,1012.8,1.9,2.2,3.8,107.0
12.5,11.9,13.2,0.0,67,1012.9,1.9,2.3,3.4,118.0
12.1,11.4,12.7,0.0,70,1013.0,2.3,3.3,4.1,123.0
11.9,11.5,12.3,0.0,70,1013.1,2.0,3.3,4.1,117.0
11.7,11.1,12.4,0.0,71,1013.4,2.8,3.2,4.4,113.0
11.2,10.7,11.5,0.0,74,1013.5,2.7,3.6,4.8,120.0
10.1,9.1,11.3,0.0,77,1013.6,3.5,4.3,5.1,116.0
8.3,7.7,9.1,0.0,87,1013.9,2.8,3.7,4.5,106.0
7.2,6.6,7.7,0.0,93,1014.4,2.6,3.4,4.5,108.0
6.6,6.5,6.7,0.0,94,1014.6,2.7,3.5,4.6,95.0
6.6,6.5,6.7,0.0,93,1014.7,2.5,3.5,4.7,94.0
6.3,6.0,6.5,0.0,93,1014.6,3.1,3.5,5.4,97.0
6.0,5.9,6.1,0.0,95,1014.4,3.0,3.5,5.5,95.0
6.0,5.8,6.1,0.0,95,1014.3,3.0,3.9,5.3,103.0
5.7,5.7,5.9,0.0,96,1013.8,3.5,3.9,5.7,103.0
5.7,5.6,5.8,0.0,96,1013.3,3.3,4.1,6.2,95.0
5.8,5.6,5.9,0.0,96,1013.1,3.5,4.6,6.0,93.0
5.7,5.6,5.9,0.0,98,1012.8,3.7,4.4,5.7,94.0
5.8,5.7,5.9,0.0,98,1012.0,4.0,4.6,6.9,101.0
5.6,5.5,5.7,0.0,97,1011.4,4.1,4.6,6.5,108.0
5.9,5.6,6.2,0.0,96,1010.6,4.2,4.8,7.1,102.0
6.5,6.0,7.2,0.0,93,1009.7,4.7,5.5,7.1,99.0
7.6,7.0,8.6,0.0,89,1008.8,5.0,5.8,7.4,108.0
10.1,8.7,11.7,0.0,81,1008.5,2.7,5.2,5.9,117.0
12.6,11.2,14.0,0.0,77,1008.4,5.5,7.3,10.8,211.0
9.9,7.8,11.3,0.0,80,1008.6,6.6,8.4,11.7,219.0
8.4,8.0,9.1,0.0,80,1009.3,5.8,8.3,10.8,223.0
7.9,7.2,8.4,0.0,79,1009.8,6.0,7.1,9.6,219.0
8.1,7.2,8.8,0.0,77,1010.1,6.0,6.8,10.7,226.0
8.2,7.5,8.8,0.0,79,1010.5,6.9,7.7,13.8,232.0
7.8,7.5,7.9,0.0,83,1010.4,7.8,8.8,13.8,239.0
7.6,7.4,7.8,0.0,81,1010.1,7.9,8.7,13.1,236.0
6.7,6.3,7.4,0.0,83,1010.2,8.1,9.1,15.3,234.0
5.9,5.7,6.3,0.0,85,1009.9,7.7,9.2,13.2,231.0
5.8,5.6,6.0,0.0,84,1009.7,8.3,9.5,14.5,236.0
5.6,5.3,5.9,0.0,82,1009.8,8.7,9.4,16.2,241.0
5.2,4.7,5.7,0.0,82,1010.1,7.8,8.6,13.3,242.0
4.7,4.3,4.9,0.0,81,1010.3,7.5,8.0,12.5,238.0
5.5,4.4,6.1,0.0,77,1010.5,8.7,9.6,15.7,254.0
5.7,5.4,5.9,0.0,75,1011.5,6.8,8.4,12.7,259.0
4.9,4.6,5.6,0.0,75,1012.4,5.4,6.6,10.4,244.0
5.2,5.0,5.4,0.0,70,1013.3,6.2,6.7,11.2,254.0
5.2,5.0,5.4,0.0,68,1014.0,6.6,7.3,11.5,257.0
5.6,5.3,6.2,0.0,66,1014.6,6.0,6.6,10.0,255.0
6.8,6.2,7.5,0.0,61,1015.0,7.3,8.4,12.2,258.0
8.1,7.5,8.7,0.0,57,1015.3,6.5,7.6,12.4,264.0
9.0,8.1,10.0,0.0,56,1015.5,5.6,6.5,9.7,238.0
8.3,7.8,8.9,0.0,64,1015.8,6.8,8.0,11.1,219.0
7.7,6.8,8.6,0.0,69,1015.9,7.7,9.3,13.5,217.0
7.8,7.3,8.5,0.0,68,1016.1,8.3,9.4,13.3,224.0
7.6,7.2,8.4,0.0,70,1016.3,8.9,10.1,14.3,226.0
7.7,6.6,8.7,0.0,69,1016.1,8.0,8.7,13.9,228.0
6.4,5.7,7.0,0.0,74,1015.8,7.8,8.7,14.2,233.0
5.8,5.6,6.0,0.0,80,1015.1,6.7,7.9,13.4,230.0
5.8,5.5,6.2,0.0,78,1013.4,6.2,8.9,13.9,227.0
5.3,5.1,5.4,0.7,92,1011.8,7.7,9.5,14.5,228.0
4.9,4.8,5.1,0.3,97,1010.5,8.9,9.6,15.5,227.0
4.8,4.7,4.9,0.2,98,1009.4,7.5,8.3,12.0,227.0
4.9,4.8,5.0,0.1,98,1008.3,7.8,8.8,13.6,236.0
5.0,4.9,5.1,0.4,98,1007.6,7.0,7.7,12.2,237.0
5.4,5.1,6.3,0.0,99,1007.5,5.3,5.8,9.3,246.0
6.8,6.4,7.0,0.0,96,1007.8,6.7,7.6,12.7,258.0
6.8,6.4,7.1,0.0,90,1008.3,7.0,8.4,12.9,269.0
6.2,5.9,6.6,0.0,92,1009.0,6.0,6.8,10.7,266.0
6.3,5.9,6.6,0.0,92,1009.8,6.0,6.8,10.2,265.0
6.6,6.4,6.8,0.0,92,1009.9,5.4,6.1,9.3,268.0
6.9,6.7,7.3,0.0,91,1010.1,5.6,6.5,10.0,270.0
7.3,7.0,7.8,0.0,89,1010.8,5.1,5.8,10.2,280.0
8.3,7.8,8.7,0.0,81,1011.3,5.2,6.1,10.6,287.0
8.8,8.5,9.1,0.0,76,1012.1,5.6,7.8,12.3,299.0
8.5,8.2,8.8,0.0,75,1012.9,6.1,7.8,11.7,301.0
9.4,8.3,10.3,0.0,69,1013.7,5.6,6.5,11.1,296.0
10.2,9.7,11.1,0.0,62,1014.2,6.0,7.1,11.0,294.0
11.3,10.1,12.1,0.0,56,1014.6,6.9,8.4,13.1,282.0
11.8,11.2,12.7,0.0,54,1014.9,6.2,7.5,11.2,286.0
12.0,11.7,12.3,0.0,52,1015.0,6.3,7.7,10.5,287.0
12.9,11.8,13.6,0.0,50,1014.9,4.9,6.0,9.6,294.0
13.1,11.7,14.1,0.0,52,1014.6,3.8,4.8,7.9,244.0
11.3,10.9,11.9,0.0,60,1014.3,4.5,4.9,7.4,231.0
9.9,8.5,10.9,0.0,66,1014.1,5.0,5.7,9.2,233.0
8.4,8.0,8.6,0.0,72,1013.9,4.8,5.4,7.7,241.0
7.5,7.0,8.0,0.0,75,1013.8,4.1,4.9,7.8,243.0
6.5,6.1,6.9,0.0,77,1013.8,4.0,4.6,6.2,246.0
6.3,5.5,6.9,0.0,77,1013.6,4.5,5.7,7.9,239.0
4.8,4.1,5.5,0.0,89,1013.0,4.9,5.5,7.4,232.0
3.7,3.5,4.1,0.0,94,1012.9,3.2,4.8,6.1,232.0
3.5,3.3,3.6,0.0,97,1012.7,2.8,3.6,4.9,226.0
3.2,3.2,3.4,0.0,99,1012.1,2.5,3.3,4.5,252.0
3.4,3.2,3.5,0.0,99,1012.0,1.9,2.9,3.9,260.0
3.5,3.3,3.6,0.0,100,1011.6,2.2,2.8,3.8,226.0
3.4,3.3,3.6,0.0,100,1011.3,2.4,3.0,4.4,229.0
3.6,3.5,3.7,0.0,100,1011.3,2.9,3.7,4.7,228.0
3.9,3.6,4.2,0.0,99,1011.4,1.5,3.1,3.8,249.0
4.9,4.3,5.4,0.0,97,1011.1,2.5,3.2,5.2,235.0
4.9,4.5,5.3,0.0,92,1011.1,3.8,4.8,6.6,232.0
6.2,5.2,7.1,0.0,91,1011.0,4.8,5.8,9.2,229.0
7.7,6.8,8.3,0.0,86,1010.8,5.0,5.5,7.9,236.0
8.3,7.9,8.8,0.0,85,1010.5,5.0,5.8,9.7,230.0
7.8,6.9,8.5,0.0,83,1010.1,5.3,5.8,9.2,216.0
8.1,7.2,9.0,0.0,85,1009.4,5.8,7.1,10.8,234.0
6.9,6.4,7.5,0.0,93,1008.9,5.4,7.1,10.6,228.0
5.9,5.5,6.4,0.0,98,1008.3,6.1,7.3,11.1,227.0
5.6,5.4,5.9,0.0,98,1007.5,6.1,7.1,10.7,226.0
5.4,5.3,5.5,0.0,98,1006.8,6.5,7.1,10.4,230.0
5.5,5.4,5.6,0.2,98,1006.3,5.7,6.7,9.5,235.0
5.6,5.4,5.8,0.2,99,1005.7,5.7,7.1,11.1,234.0
5.5,5.2,5.7,0.4,99,1005.2,5.6,6.8,10.2,236.0
5.1,5.1,5.2,0.0,99,1004.8,3.8,5.1,6.9,241.0
5.0,4.9,5.1,0.0,99,1004.3,3.2,3.7,5.8,238.0
4.6,4.2,4.9,0.0,99,1004.1,3.4,4.3,6.2,231.0
4.1,3.9,4.2,0.0,100,1003.8,3.0,3.8,5.5,241.0
3.9,3.7,4.1,0.0,100,1003.1,2.7,3.2,4.9,243.0
3.6,3.4,3.8,0.0,100,1002.3,2.4,2.7,3.6,223.0
3.0,2.7,3.4,0.0,100,1001.8,3.2,3.9,6.0,232.0
3.3,2.9,3.7,0.0,100,1001.3,3.4,5.0,8.2,229.0
4.0,3.7,4.2,0.0,100,1000.6,6.4,6.8,10.8,223.0
4.4,4.0,4.8,0.0,100,999.5,4.6,6.0,8.4,216.0
4.7,4.6,4.9,0.0,100,998.4,4.9,6.2,9.6,211.0
5.5,4.9,6.1,0.0,99,997.3,4.5,6.0,9.0,202.0
6.3,5.6,7.0,0.0,94,996.4,4.5,6.6,10.0,196.0
6.9,6.4,7.3,0.0,92,995.3,3.9,5.4,7.8,194.0
6.8,6.2,7.3,0.5,94,994.2,3.5,4.2,7.2,165.0
6.5,6.2,6.8,2.8,97,993.0,3.9,4.6,6.8,134.0
6.7,6.2,6.9,3.1,98,992.0,4.0,5.3,7.5,130.0
5.5,5.0,6.3,1.2,98,991.6,4.6,5.8,8.8,216.0
5.1,5.0,5.2,0.0,96,991.6,4.6,5.5,8.3,231.0
4.9,4.5,5.2,0.0,94,991.3,5.0,5.9,9.2,228.0
4.4,4.1,4.6,0.0,93,990.7,4.7,5.5,7.7,226.0
3.9,3.8,4.1,0.0,94,990.7,4.1,5.1,8.1,224.0
3.6,3.5,3.8,0.0,97,990.2,3.4,4.1,5.9,209.0
3.6,3.5,3.7,0.0,98,989.7,2.2,2.8,4.2,211.0
3.6,3.5,3.6,0.2,99,989.3,1.1,2.4,3.4,212.0
3.6,3.4,3.7,0.0,99,989.2,1.4,1.9,3.0,49.0
3.4,3.3,3.5,0.0,99,989.2,1.2,1.8,2.6,20.0
3.6,3.4,3.7,0.0,99,989.4,2.9,3.7,5.9,338.0
3.8,3.7,3.9,0.6,99,989.5,2.8,3.5,5.9,325.0
4.1,3.9,4.3,0.7,99,989.3,3.7,4.6,7.1,311.0
4.7,4.3,4.9,0.2,97,989.5,4.4,5.0,8.8,325.0
4.8,4.8,4.9,0.0,94,990.1,5.2,5.8,12.4,334.0
4.6,4.4,4.8,0.0,90,991.1,5.0,5.9,10.6,339.0
4.1,3.9,4.5,0.0,86,992.0,6.0,7.5,12.1,339.0
4.9,4.6,5.2,0.0,84,992.7,5.2,6.2,11.1,338.0
6.1,5.1,7.4,0.0,80,993.3,5.3,6.6,9.6,333.0
7.7,6.9,8.6,0.0,74,993.9,4.9,6.2,10.1,324.0
8.1,7.5,8.7,0.0,74,994.5,5.3,6.9,10.8,315.0
8.9,7.9,9.7,0.0,71,995.1,5.7,6.9,11.0,328.0
9.2,9.1,9.4,0.0,68,995.7,5.2,6.5,9.7,337.0
9.5,8.7,10.3,0.0,71,996.0,2.9,4.6,7.7,342.0
10.4,10.2,10.9,0.0,59,996.2,3.7,5.1,8.4,353.0
11.0,10.7,11.3,0.0,53,996.5,2.9,4.4,6.9,1.0
10.9,10.7,11.3,0.0,51,996.8,2.2,3.2,4.8,345.0
9.4,7.7,11.5,0.0,62,997.1,2.4,3.2,4.6,146.0
7.2,6.7,7.7,0.0,73,997.4,2.0,3.0,4.0,145.0
6.6,6.2,7.0,0.0,76,997.7,1.5,1.9,3.2,179.0
5.9,5.5,6.8,0.0,80,997.9,1.2,1.6,2.2,189.0
4.5,3.9,5.6,0.0,86,997.8,0.5,1.1,0.9,187.0
3.4,3.0,3.9,0.0,93,997.9,0.8,1.1,1.3,302.0
2.8,2.2,3.1,0.0,95,997.8,1.6,2.2,3.1,336.0
2.7,1.9,3.4,0.0,94,997.7,3.0,3.8,4.5,344.0
2.9,2.7,3.0,0.0,87,997.7,2.4,3.0,4.7,356.0
2.7,2.4,3.0,0.0,88,997.7,2.2,3.0,3.9,359.0
2.9,2.5,3.1,0.0,87,997.7,2.5,2.9,4.9,9.0
3.0,2.9,3.1,0.0,87,997.7,3.0,3.4,4.8,21.0
3.4,3.0,4.0,0.0,86,997.7,2.6,3.0,5.4,31.0
4.2,3.8,4.7,0.0,84,998.1,2.2,2.5,4.1,30.0
4.9,4.4,5.2,0.0,83,998.0,2.8,3.6,4.9,43.0
5.6,5.2,6.1,0.0,81,998.0,1.9,3.4,4.1,57.0
6.3,5.9,6.8,0.0,78,998.0,2.0,2.3,3.9,80.0
7.1,6.2,7.7,0.0,72,998.2,1.0,1.9,2.8,223.0
5.8,5.3,6.5,0.0,81,998.5,2.4,2.7,4.5,163.0
5.7,5.3,6.2,0.0,81,998.7,2.2,3.0,4.2,141.0
6.9,6.3,7.9,0.0,76,998.5,1.8,2.4,3.8,138.0
6.1,4.6,7.2,1.1,80,998.6,2.2,2.7,4.4,155.0
4.8,4.6,5.1,0.9,94,998.7,1.8,2.4,3.5,163.0
4.5,4.3,4.7,0.3,94,998.8,1.2,1.9,2.6,188.0
4.4,4.1,4.6,0.2,96,998.8,1.1,1.5,2.3,113.0
4.3,4.1,4.6,0.0,96,999.0,0.5,0.8,1.3,341.0
4.6,4.3,4.7,0.0,97,999.2,0.9,1.0,1.5,65.0
4.7,4.6,4.7,0.0,95,999.1,1.4,1.9,2.7,63.0
4.5,4.2,4.7,0.4,95,998.9,1.6,2.4,3.1,33.0
4.4,4.3,4.5,1.4,97,998.9,1.7,2.3,3.8,4.0
4.5,4.3,4.6,0.3,92,999.0,2.4,3.0,4.7,18.0
4.2,4.0,4.4,0.0,92,999.2,2.5,3.0,5.0,29.0
4.1,3.9,4.1,0.0,91,999.3,3.0,3.6,5.3,16.0
3.6,3.5,3.9,0.0,91,999.5,2.4,3.2,4.3,14.0
3.3,3.2,3.5,0.0,92,999.7,2.2,2.8,4.4,12.0
3.4,3.1,3.6,0.0,92,1000.1,2.5,2.9,5.0,17.0
3.7,3.6,3.9,0.0,91,1000.5,2.8,3.1,5.2,24.0
4.1,3.9,4.6,0.0,89,1000.8,2.9,3.5,5.4,28.0
4.1,3.8,4.5,0.0,87,1001.3,4.2,4.9,7.3,44.0
3.7,3.4,4.2,0.0,87,1002.0,4.0,5.0,7.3,50.0
3.6,3.5,3.8,0.2,90,1002.6,3.4,4.2,6.0,58.0
3.8,3.5,4.0,0.0,86,1003.2,2.8,3.4,5.5,44.0
3.7,3.4,4.0,0.0,86,1003.9,2.4,3.2,4.6,106.0
3.4,3.2,3.7,0.1,88,1004.5,3.0,3.7,5.0,125.0
2.9,2.5,3.5,0.5,91,1005.2,2.6,3.0,4.2,119.0
2.4,1.9,2.8,0.1,93,1005.7,2.7,3.2,4.3,117.0
2.0,1.9,2.1,0.4,95,1006.3,1.1,2.0,3.1,129.0
1.4,1.2,1.9,0.9,96,1006.9,1.5,2.4,3.4,118.0
1.5,1.2,1.7,0.0,95,1007.3,1.1,1.6,2.5,84.0
1.7,1.7,1.8,0.0,95,1007.9,1.5,2.2,3.9,100.0
1.7,1.5,1.8,0.0,78,1008.5,3.0,3.9,5.8,50.0
1.4,1.2,1.6,0.0,71,1009.1,3.5,4.1,6.5,49.0
0.9,0.7,1.2,0.0,68,1009.5,3.5,4.1,6.4,52.0
0.5,0.3,0.7,0.0,69,1010.1,3.3,4.3,6.2,59.0
0.2,0.0,0.3,0.0,70,1010.7,3.0,4.0,5.6,60.0
-0.2,-0.4,0.0,0.0,72,1011.1,3.0,3.6,5.2,56.0
-0.6,-0.7,-0.4,0.0,73,1011.6,3.3,4.0,6.0,65.0
-0.9,-1.1,-0.7,0.0,74,1011.9,3.3,4.5,6.6,57.0
-1.2,-1.3,-1.1,0.0,75,1012.1,3.2,4.5,6.3,56.0
